Source: sourcetag; timestamp; name <email>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUR,AT,BE,BG,CH,CZ,DE,DK,ES,FI,FR,GR,HR,HU,IE,IT,LU,NL,NO,PL,PT,RO,SE,SI,SK,UK,EE,LT,LV,NONEU_Balkan,TR,DolAmroth,Gondor,Rohan,Harad,Mordor
25,0.43298654,0.33562514,0.23877411,0.29,0.37443734,0.46523953,0.46523953,0.30982809,0.67244093,0.46588095,0.3413189,0.56525496,0.71252753,0.56294764,0.27751806,0.23216031,0.33562514,0.564143959,0.23011715,0.50313386,0.282266238,0.47,0.3621861,0.29379456,0.5453689,0.27643942,0.27643942,0.26846163,0.408445624,0.3413189,0.43298654,0.46523953,0.46588095,0.27751806,0.23011715
26,0.43298654,0.33562514,0.23877411,0.3,0.37443734,0.46523953,0.46523953,0.30982809,0.67244093,0.46588095,0.3413189,0.56525496,0.71252753,0.56294764,0.27751806,0.23216031,0.33562514,0.564143959,0.23011715,0.50313386,0.282266238,0.46,0.3621861,0.29379456,0.5453689,0.27643942,0.27643942,0.26846163,0.408445624,0.3413189,0.43298654,0.46523953,0.46588095,0.27751806,0.23011715
27,0.43298654,0.33562514,0.23877411,0.29,0.37443734,0.46523953,0.46523953,0.30982809,0.67244093,0.46588095,0.3413189,0.56525496,0.71252753,0.56294764,0.27751806,0.23216031,0.33562514,0.564143959,0.23011715,0.50313386,0.282266238,0.45,0.3621861,0.29379456,0.5453689,0.27643942,0.27643942,0.26846163,0.408445624,0.3413189,0.43298654,0.46523953,0.46588095,0.27751806,0.23011715
28,0.43298654,0.33562514,0.23877411,0.28,0.37443734,0.46523953,0.46523953,0.30982809,0.67244093,0.46588095,0.3413189,0.56525496,0.71252753,0.56294764,0.27751806,0.23216031,0.33562514,0.564143959,0.23011715,0.50313386,0.282266238,0.44,0.3621861,0.29379456,0.5453689,0.27643942,0.27643942,0.26846163,0.408445624,0.3413189,0.43298654,0.46523953,0.46588095,0.27751806,0.23011715
29,0.43298654,0.33562514,0.23877411,0.28,0.37443734,0.46523953,0.46523953,0.30982809,0.67244093,0.46588095,0.3413189,0.56525496,0.71252753,0.56294764,0.27751806,0.23216031,0.33562514,0.564143959,0.23011715,0.50313386,0.282266238,0.45,0.3621861,0.29379456,0.5453689,0.27643942,0.27643942,0.26846163,0.408445624,0.3413189,0.43298654,0.46523953,0.46588095,0.27751806,0.23011715
30,0.43298654,0.33562514,0.23877411,0.28,0.37443734,0.46523953,0.46523953,0.30982809,0.67244093,0.46588095,0.3413189,0.56525496,0.71252753,0.56294764,0.27751806,0.23216031,0.33562514,0.564143959,0.23011715,0.50313386,0.282266238,0.45,0.3621861,0.29379456,0.5453689,0.27643942,0.27643942,0.26846163,0.408445624,0.3413189,0.43298654,0.46523953,0.46588095,0.27751806,0.23011715
31,0.43298654,0.33562514,0.23877411,0.29,0.37443734,0.46523953,0.46523953,0.30982809,0.67244093,0.46588095,0.3413189,0.56525496,0.71252753,0.56294764,0.27751806,0.23216031,0.33562514,0.564143959,0.23011715,0.50313386,0.282266238,0.47,0.3621861,0.29379456,0.5453689,0.27643942,0.27643942,0.26846163,0.408445624,0.3413189,0.43298654,0.46523953,0.46588095,0.27751806,0.23011715
32,0.43298654,0.33562514,0.23877411,0.27,0.37443734,0.46523953,0.46523953,0.30982809,0.67244093,0.46588095,0.3413189,0.56525496,0.71252753,0.56294764,0.27751806,0.23216031,0.33562514,0.564143959,0.23011715,0.50313386,0.282266238,0.51,0.3621861,0.29379456,0.5453689,0.27643942,0.27643942,0.26846163,0.408445624,0.3413189,0.43298654,0.46523953,0.46588095,0.27751806,0.23011715
33,0.43298654,0.33562514,0.23877411,0.26,0.37443734,0.46523953,0.46523953,0.30982809,0.67244093,0.46588095,0.3413189,0.56525496,0.71252753,0.56294764,0.27751806,0.23216031,0.33562514,0.564143959,0.23011715,0.50313386,0.282266238,0.56,0.3621861,0.29379456,0.5453689,0.27643942,0.27643942,0.26846163,0.408445624,0.3413189,0.43298654,0.46523953,0.46588095,0.27751806,0.23011715
34,0.43298654,0.33562514,0.23877411,0.27,0.37443734,0.46523953,0.46523953,0.30982809,0.67244093,0.46588095,0.3413189,0.56525496,0.71252753,0.56294764,0.27751806,0.23216031,0.33562514,0.564143959,0.23011715,0.50313386,0.282266238,0.58,0.3621861,0.29379456,0.5453689,0.27643942,0.27643942,0.26846163,0.408445624,0.3413189,0.43298654,0.46523953,0.46588095,0.27751806,0.23011715
