"ModalSplitByFuelAndModalType(r in REGION, f in FUEL, y in YEAR, md in MODALTYPE)", , , , , , , , , , , , , , , , , , , , 
Describes the distribution of technologies within a specific modal type., , , , , , , , , , , , , , , , , , , , 
Unit: Fraction, , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , 
Region,Fuel,Year,MT_PSNG_ROAD,MT_PSNG_RAIL,MT_PSNG_AIR,MT_FRT_ROAD,MT_FRT_RAIL,MT_FRT_SHIP,MT_PSNG_ROAD_RE,MT_PSNG_RAIL_RE,MT_PSNG_AIR_RE,MT_FRT_ROAD_RE,MT_FRT_RAIL_RE,MT_FRT_SHIP_RE,MT_PSNG_ROAD_CONV,MT_PSNG_RAIL_CONV,MT_PSNG_AIR_CONV,MT_FRT_ROAD_CONV,MT_FRT_RAIL_CONV,MT_FRT_SHIP_CONV
RO,Mobility_Freight,2025,0,0,0,"0,42","0,27","0,26",0,0,0,0,"0,19",0,0,0,0,"0,31",0,"0,2"
RO,Mobility_Freight,2030,0,0,0,"0,4","0,26","0,25",0,0,0,0,"0,18",0,0,0,0,"0,2",0,"0,1"
RO,Mobility_Freight,2035,0,0,0,"0,39","0,26","0,24",0,0,0,0,"0,18",0,0,0,0,"0,01",0,"0,03"
RO,Mobility_Freight,2040,0,0,0,"0,38","0,25","0,23",0,0,0,0,"0,17",0,0,0,0,0,0,0
RO,Mobility_Freight,2045,0,0,0,"0,37","0,24","0,22",0,0,0,0,"0,16",0,0,0,0,0,0,0
RO,Mobility_Freight,2050,0,0,0,"0,35","0,23","0,21",0,0,0,0,"0,16",0,0,0,0,0,0,0
SE,Mobility_Freight,2018,0,0,0,"0,69","0,3",0,0,0,0,0,"0,21",0,0,0,0,"0,67","0,09",0
SE,Mobility_Freight,2020,0,0,0,"0,68","0,3",0,0,0,0,0,"0,21",0,0,0,0,"0,64","0,07",0
SE,Mobility_Freight,2025,0,0,0,"0,66","0,29",0,0,0,0,0,"0,2",0,0,0,0,"0,5",0,0
SE,Mobility_Freight,2030,0,0,0,"0,64","0,28",0,0,0,0,0,"0,19",0,0,0,0,"0,32",0,0
SE,Mobility_Freight,2035,0,0,0,"0,62","0,27",0,0,0,0,0,"0,19",0,0,0,0,"0,03",0,0
SE,Mobility_Freight,2040,0,0,0,"0,6","0,26",0,0,0,0,0,"0,18",0,0,0,0,0,0,0
SE,Mobility_Freight,2045,0,0,0,"0,58","0,25",0,0,0,0,0,"0,18",0,0,0,0,0,0,0
SE,Mobility_Freight,2050,0,0,0,"0,55","0,24",0,0,0,0,0,"0,17",0,0,0,0,0,0,0
SI,Mobility_Freight,2018,0,0,0,"0,64","0,35",0,0,0,0,0,"0,24",0,0,0,0,"0,62","0,1",0
SI,Mobility_Freight,2020,0,0,0,"0,64","0,35",0,0,0,0,0,"0,24",0,0,0,0,"0,59","0,08",0
SI,Mobility_Freight,2025,0,0,0,"0,62","0,34",0,0,0,0,0,"0,23",0,0,0,0,"0,46",0,0
SI,Mobility_Freight,2030,0,0,0,"0,6","0,32",0,0,0,0,0,"0,22",0,0,0,0,"0,3",0,0
SI,Mobility_Freight,2035,0,0,0,"0,58","0,31",0,0,0,0,0,"0,22",0,0,0,0,"0,02",0,0
SI,Mobility_Freight,2040,0,0,0,"0,56","0,3",0,0,0,0,0,"0,21",0,0,0,0,0,0,0
SI,Mobility_Freight,2045,0,0,0,"0,54","0,29",0,0,0,0,0,"0,2",0,0,0,0,0,0,0
SI,Mobility_Freight,2050,0,0,0,"0,51","0,28",0,0,0,0,0,"0,19",0,0,0,0,0,0,0
SK,Mobility_Freight,2018,0,0,0,"0,64","0,32","0,03",0,0,0,0,"0,22",0,0,0,0,"0,62","0,09","0,03"
SK,Mobility_Freight,2020,0,0,0,"0,63","0,32","0,03",0,0,0,0,"0,22",0,0,0,0,"0,59","0,07","0,02"
SK,Mobility_Freight,2025,0,0,0,"0,62","0,31","0,02",0,0,0,0,"0,22",0,0,0,0,"0,46",0,"0,02"
SK,Mobility_Freight,2030,0,0,0,"0,59","0,3","0,02",0,0,0,0,"0,21",0,0,0,0,"0,29",0,"0,01"
SK,Mobility_Freight,2035,0,0,0,"0,58","0,29","0,02",0,0,0,0,"0,2",0,0,0,0,"0,02",0,0
SK,Mobility_Freight,2040,0,0,0,"0,55","0,28","0,02",0,0,0,0,"0,19",0,0,0,0,0,0,0
SK,Mobility_Freight,2045,0,0,0,"0,54","0,27","0,02",0,0,0,0,"0,19",0,0,0,0,0,0,0
SK,Mobility_Freight,2050,0,0,0,"0,51","0,26","0,02",0,0,0,0,"0,18",0,0,0,0,0,0,0
TR,Mobility_Freight,2018,0,0,0,"0,75","0,19","0,06",0,0,0,0,"0,13",0,0,0,0,"0,72","0,05","0,06"
TR,Mobility_Freight,2020,0,0,0,"0,74","0,18","0,05",0,0,0,0,"0,13",0,0,0,0,"0,69","0,04","0,05"
TR,Mobility_Freight,2025,0,0,0,"0,72","0,18","0,05",0,0,0,0,"0,12",0,0,0,0,"0,54",0,"0,04"
TR,Mobility_Freight,2030,0,0,0,"0,69","0,17","0,05",0,0,0,0,"0,12",0,0,0,0,"0,34",0,"0,02"
TR,Mobility_Freight,2035,0,0,0,"0,67","0,17","0,05",0,0,0,0,"0,12",0,0,0,0,"0,03",0,0
TR,Mobility_Freight,2040,0,0,0,"0,65","0,16","0,05",0,0,0,0,"0,11",0,0,0,0,0,0,0
TR,Mobility_Freight,2045,0,0,0,"0,63","0,15","0,05",0,0,0,0,"0,11",0,0,0,0,0,0,0
TR,Mobility_Freight,2050,0,0,0,"0,6","0,15","0,04",0,0,0,0,"0,1",0,0,0,0,0,0,0
UK,Mobility_Freight,2018,0,0,0,"0,9","0,09",0,0,0,0,0,"0,06",0,0,0,0,"0,87","0,02",0
UK,Mobility_Freight,2020,0,0,0,"0,9","0,09",0,0,0,0,0,"0,06",0,0,0,0,"0,83","0,02",0
UK,Mobility_Freight,2025,0,0,0,"0,87","0,09",0,0,0,0,0,"0,06",0,0,0,0,"0,65",0,0
UK,Mobility_Freight,2030,0,0,0,"0,84","0,08",0,0,0,0,0,"0,06",0,0,0,0,"0,42",0,0
UK,Mobility_Freight,2035,0,0,0,"0,81","0,08",0,0,0,0,0,"0,05",0,0,0,0,"0,04",0,0
UK,Mobility_Freight,2040,0,0,0,"0,78","0,08",0,0,0,0,0,"0,05",0,0,0,0,0,0,0
UK,Mobility_Freight,2045,0,0,0,"0,76","0,07",0,0,0,0,0,"0,05",0,0,0,0,0,0,0
UK,Mobility_Freight,2050,0,0,0,"0,72","0,07",0,0,0,0,0,"0,05",0,0,0,0,0,0,0
AT,Mobility_Passenger,2018,"0,71","0,18","0,09",0,0,0,0,"0,13",0,0,0,0,"0,71","0,05","0,09",0,0,0
AT,Mobility_Passenger,2020,"0,71","0,18","0,09",0,0,0,0,"0,13",0,0,0,0,"0,66","0,04","0,09",0,0,0
AT,Mobility_Passenger,2025,"0,69","0,18","0,09",0,0,0,0,"0,12",0,0,0,0,"0,5",0,"0,07",0,0,0
AT,Mobility_Passenger,2030,"0,66","0,17","0,08",0,0,0,0,"0,12",0,0,0,0,"0,33",0,"0,03",0,0,0
AT,Mobility_Passenger,2035,"0,64","0,16","0,08",0,0,0,0,"0,11",0,0,0,0,"0,03",0,"0,01",0,0,0
AT,Mobility_Passenger,2040,"0,62","0,16","0,08",0,0,0,0,"0,11",0,0,0,0,0,0,0,0,0,0
AT,Mobility_Passenger,2045,"0,6","0,15","0,08",0,0,0,0,"0,1",0,0,0,0,0,0,0,0,0,0
AT,Mobility_Passenger,2050,"0,57","0,14","0,07",0,0,0,0,"0,1",0,0,0,0,0,0,0,0,0,0
BE,Mobility_Passenger,2018,"0,81","0,09","0,09",0,0,0,0,"0,06",0,0,0,0,"0,81","0,02","0,09",0,0,0
BE,Mobility_Passenger,2020,"0,8","0,09","0,09",0,0,0,0,"0,06",0,0,0,0,"0,75","0,02","0,09",0,0,0
BE,Mobility_Passenger,2025,"0,78","0,08","0,09",0,0,0,0,"0,06",0,0,0,0,"0,57",0,"0,07",0,0,0
BE,Mobility_Passenger,2030,"0,75","0,08","0,08",0,0,0,0,"0,05",0,0,0,0,"0,37",0,"0,03",0,0,0
BE,Mobility_Passenger,2035,"0,73","0,08","0,08",0,0,0,0,"0,05",0,0,0,0,"0,03",0,"0,01",0,0,0
BE,Mobility_Passenger,2040,"0,7","0,08","0,08",0,0,0,0,"0,05",0,0,0,0,0,0,0,0,0,0
BE,Mobility_Passenger,2045,"0,68","0,07","0,08",0,0,0,0,"0,05",0,0,0,0,0,0,0,0,0,0
BE,Mobility_Passenger,2050,"0,64","0,07","0,07",0,0,0,0,"0,05",0,0,0,0,0,0,0,0,0,0
BG,Mobility_Passenger,2018,"0,86","0,03","0,09",0,0,0,0,"0,02",0,0,0,0,"0,86","0,01","0,09",0,0,0
BG,Mobility_Passenger,2020,"0,86","0,03","0,09",0,0,0,0,"0,02",0,0,0,0,"0,8",0,"0,09",0,0,0
BG,Mobility_Passenger,2025,"0,83","0,03","0,09",0,0,0,0,"0,02",0,0,0,0,"0,61",0,"0,07",0,0,0
BG,Mobility_Passenger,2030,"0,8","0,03","0,08",0,0,0,0,"0,02",0,0,0,0,"0,4",0,"0,03",0,0,0
BG,Mobility_Passenger,2035,"0,78","0,03","0,08",0,0,0,0,"0,02",0,0,0,0,"0,03",0,"0,01",0,0,0
BG,Mobility_Passenger,2040,"0,75","0,03","0,08",0,0,0,0,"0,02",0,0,0,0,0,0,0,0,0,0
BG,Mobility_Passenger,2045,"0,72","0,03","0,08",0,0,0,0,"0,02",0,0,0,0,0,0,0,0,0,0
BG,Mobility_Passenger,2050,"0,69","0,02","0,07",0,0,0,0,"0,02",0,0,0,0,0,0,0,0,0,0
CH,Mobility_Passenger,2018,"0,73","0,17","0,09",0,0,0,0,"0,12",0,0,0,0,"0,73","0,05","0,09",0,0,0
CH,Mobility_Passenger,2020,"0,72","0,17","0,09",0,0,0,0,"0,12",0,0,0,0,"0,67","0,04","0,09",0,0,0
CH,Mobility_Passenger,2025,"0,7","0,16","0,09",0,0,0,0,"0,11",0,0,0,0,"0,51",0,"0,07",0,0,0
CH,Mobility_Passenger,2030,"0,67","0,16","0,08",0,0,0,0,"0,11",0,0,0,0,"0,33",0,"0,03",0,0,0
CH,Mobility_Passenger,2035,"0,66","0,15","0,08",0,0,0,0,"0,11",0,0,0,0,"0,03",0,"0,01",0,0,0
CH,Mobility_Passenger,2040,"0,63","0,15","0,08",0,0,0,0,"0,1",0,0,0,0,0,0,0,0,0,0
CH,Mobility_Passenger,2045,"0,61","0,14","0,08",0,0,0,0,"0,1",0,0,0,0,0,0,0,0,0,0
CH,Mobility_Passenger,2050,"0,58","0,13","0,07",0,0,0,0,"0,09",0,0,0,0,0,0,0,0,0,0
CZ,Mobility_Passenger,2018,"0,72","0,17","0,09",0,0,0,0,"0,12",0,0,0,0,"0,72","0,05","0,09",0,0,0
CZ,Mobility_Passenger,2020,"0,72","0,17","0,09",0,0,0,0,"0,12",0,0,0,0,"0,67","0,04","0,09",0,0,0
CZ,Mobility_Passenger,2025,"0,69","0,17","0,09",0,0,0,0,"0,12",0,0,0,0,"0,51",0,"0,07",0,0,0
CZ,Mobility_Passenger,2030,"0,67","0,16","0,08",0,0,0,0,"0,11",0,0,0,0,"0,33",0,"0,03",0,0,0
CZ,Mobility_Passenger,2035,"0,65","0,16","0,08",0,0,0,0,"0,11",0,0,0,0,"0,03",0,"0,01",0,0,0
CZ,Mobility_Passenger,2040,"0,63","0,15","0,08",0,0,0,0,"0,1",0,0,0,0,0,0,0,0,0,0
CZ,Mobility_Passenger,2045,"0,6","0,15","0,08",0,0,0,0,"0,1",0,0,0,0,0,0,0,0,0,0
CZ,Mobility_Passenger,2050,"0,58","0,14","0,07",0,0,0,0,"0,1",0,0,0,0,0,0,0,0,0,0
DE,Mobility_Passenger,2018,"0,79","0,1","0,09",0,0,0,"0,01","0,07",0,0,0,0,"0,78","0,03","0,09",0,0,0
DE,Mobility_Passenger,2020,"0,79","0,1","0,09",0,0,0,"0,01","0,07",0,0,0,0,"0,73","0,02","0,09",0,0,0
DE,Mobility_Passenger,2025,"0,77","0,1","0,09",0,0,0,"0,01","0,07",0,0,0,0,"0,56",0,"0,07",0,0,0
DE,Mobility_Passenger,2030,"0,74","0,09","0,08",0,0,0,"0,01","0,06",0,0,0,0,"0,37",0,"0,03",0,0,0
DE,Mobility_Passenger,2035,"0,72","0,09","0,08",0,0,0,"0,01","0,06",0,0,0,0,"0,03",0,"0,01",0,0,0
DE,Mobility_Passenger,2040,"0,69","0,09","0,08",0,0,0,"0,01","0,06",0,0,0,0,0,0,0,0,0,0
DE,Mobility_Passenger,2045,"0,67","0,08","0,08",0,0,0,"0,01","0,06",0,0,0,0,0,0,0,0,0,0
DE,Mobility_Passenger,2050,"0,63","0,08","0,07",0,0,0,"0,01","0,05",0,0,0,0,0,0,0,0,0,0
DK,Mobility_Passenger,2018,"0,81","0,08","0,09",0,0,0,"0,03","0,06",0,0,0,0,"0,78","0,02","0,09",0,0,0
DK,Mobility_Passenger,2020,"0,81","0,08","0,09",0,0,0,"0,03","0,06",0,0,0,0,"0,75","0,02","0,09",0,0,0
DK,Mobility_Passenger,2025,"0,78","0,08","0,09",0,0,0,"0,03","0,05",0,0,0,0,"0,57",0,"0,07",0,0,0
DK,Mobility_Passenger,2030,"0,75","0,08","0,08",0,0,0,"0,03","0,05",0,0,0,0,"0,37",0,"0,03",0,0,0
DK,Mobility_Passenger,2035,"0,73","0,07","0,08",0,0,0,"0,03","0,05",0,0,0,0,"0,03",0,"0,01",0,0,0
DK,Mobility_Passenger,2040,"0,7","0,07","0,08",0,0,0,"0,03","0,05",0,0,0,0,0,0,0,0,0,0
DK,Mobility_Passenger,2045,"0,68","0,07","0,08",0,0,0,"0,03","0,05",0,0,0,0,0,0,0,0,0,0
DK,Mobility_Passenger,2050,"0,65","0,07","0,07",0,0,0,"0,03","0,04",0,0,0,0,0,0,0,0,0,0
EE,Mobility_Passenger,2018,"0,87","0,03","0,09",0,0,0,0,"0,02",0,0,0,0,"0,87",0,"0,09",0,0,0
EE,Mobility_Passenger,2020,"0,86","0,03","0,09",0,0,0,0,"0,02",0,0,0,0,"0,8",0,"0,09",0,0,0
EE,Mobility_Passenger,2025,"0,84","0,03","0,09",0,0,0,0,"0,02",0,0,0,0,"0,61",0,"0,07",0,0,0
EE,Mobility_Passenger,2030,"0,81","0,03","0,08",0,0,0,0,"0,02",0,0,0,0,"0,4",0,"0,03",0,0,0
EE,Mobility_Passenger,2035,"0,78","0,02","0,08",0,0,0,0,"0,02",0,0,0,0,"0,03",0,"0,01",0,0,0
EE,Mobility_Passenger,2040,"0,75","0,02","0,08",0,0,0,0,"0,02",0,0,0,0,0,0,0,0,0,0
EE,Mobility_Passenger,2045,"0,73","0,02","0,08",0,0,0,0,"0,01",0,0,0,0,0,0,0,0,0,0
EE,Mobility_Passenger,2050,"0,69","0,02","0,07",0,0,0,0,"0,01",0,0,0,0,0,0,0,0,0,0
ES,Mobility_Passenger,2018,"0,81","0,09","0,09",0,0,0,0,"0,06",0,0,0,0,"0,81","0,02","0,09",0,0,0
ES,Mobility_Passenger,2020,"0,8","0,08","0,09",0,0,0,0,"0,06",0,0,0,0,"0,75","0,02","0,09",0,0,0
ES,Mobility_Passenger,2025,"0,78","0,08","0,09",0,0,0,0,"0,06",0,0,0,0,"0,57",0,"0,07",0,0,0
ES,Mobility_Passenger,2030,"0,75","0,08","0,08",0,0,0,0,"0,05",0,0,0,0,"0,37",0,"0,03",0,0,0
ES,Mobility_Passenger,2035,"0,73","0,08","0,08",0,0,0,0,"0,05",0,0,0,0,"0,03",0,"0,01",0,0,0
ES,Mobility_Passenger,2040,"0,7","0,07","0,08",0,0,0,0,"0,05",0,0,0,0,0,0,0,0,0,0
ES,Mobility_Passenger,2045,"0,68","0,07","0,08",0,0,0,0,"0,05",0,0,0,0,0,0,0,0,0,0
ES,Mobility_Passenger,2050,"0,65","0,07","0,07",0,0,0,0,"0,05",0,0,0,0,0,0,0,0,0,0
FI,Mobility_Passenger,2018,"0,83","0,06","0,09",0,0,0,0,"0,04",0,0,0,0,"0,83","0,01","0,09",0,0,0
FI,Mobility_Passenger,2020,"0,83","0,06","0,09",0,0,0,0,"0,04",0,0,0,0,"0,77","0,01","0,09",0,0,0
FI,Mobility_Passenger,2025,"0,8","0,06","0,09",0,0,0,0,"0,04",0,0,0,0,"0,59",0,"0,07",0,0,0
FI,Mobility_Passenger,2030,"0,78","0,06","0,08",0,0,0,0,"0,04",0,0,0,0,"0,39",0,"0,03",0,0,0
FI,Mobility_Passenger,2035,"0,75","0,05","0,08",0,0,0,0,"0,04",0,0,0,0,"0,03",0,"0,01",0,0,0
FI,Mobility_Passenger,2040,"0,72","0,05","0,08",0,0,0,0,"0,03",0,0,0,0,0,0,0,0,0,0
FI,Mobility_Passenger,2045,"0,7","0,05","0,08",0,0,0,0,"0,03",0,0,0,0,0,0,0,0,0,0
FI,Mobility_Passenger,2050,"0,67","0,05","0,07",0,0,0,0,"0,03",0,0,0,0,0,0,0,0,0,0
FR,Mobility_Passenger,2018,"0,78","0,11","0,09",0,0,0,0,"0,08",0,0,0,0,"0,78","0,03","0,09",0,0,0
FR,Mobility_Passenger,2020,"0,78","0,11","0,09",0,0,0,0,"0,08",0,0,0,0,"0,72","0,02","0,09",0,0,0
FR,Mobility_Passenger,2025,"0,75","0,11","0,09",0,0,0,0,"0,07",0,0,0,0,"0,55",0,"0,07",0,0,0
FR,Mobility_Passenger,2030,"0,73","0,1","0,08",0,0,0,0,"0,07",0,0,0,0,"0,36",0,"0,03",0,0,0
FR,Mobility_Passenger,2035,"0,71","0,1","0,08",0,0,0,0,"0,07",0,0,0,0,"0,03",0,"0,01",0,0,0
FR,Mobility_Passenger,2040,"0,68","0,1","0,08",0,0,0,0,"0,07",0,0,0,0,0,0,0,0,0,0
FR,Mobility_Passenger,2045,"0,66","0,09","0,08",0,0,0,0,"0,06",0,0,0,0,0,0,0,0,0,0
FR,Mobility_Passenger,2050,"0,62","0,09","0,07",0,0,0,0,"0,06",0,0,0,0,0,0,0,0,0,0
GR,Mobility_Passenger,2018,"0,88","0,02","0,09",0,0,0,0,"0,01",0,0,0,0,"0,88",0,"0,09",0,0,0
GR,Mobility_Passenger,2020,"0,87","0,02","0,09",0,0,0,0,"0,01",0,0,0,0,"0,81",0,"0,09",0,0,0
GR,Mobility_Passenger,2025,"0,85","0,02","0,09",0,0,0,0,"0,01",0,0,0,0,"0,62",0,"0,07",0,0,0
GR,Mobility_Passenger,2030,"0,82","0,02","0,08",0,0,0,0,"0,01",0,0,0,0,"0,41",0,"0,03",0,0,0
GR,Mobility_Passenger,2035,"0,79","0,01","0,08",0,0,0,0,"0,01",0,0,0,0,"0,03",0,"0,01",0,0,0
GR,Mobility_Passenger,2040,"0,76","0,01","0,08",0,0,0,0,"0,01",0,0,0,0,0,0,0,0,0,0
GR,Mobility_Passenger,2045,"0,74","0,01","0,08",0,0,0,0,"0,01",0,0,0,0,0,0,0,0,0,0
GR,Mobility_Passenger,2050,"0,7","0,01","0,07",0,0,0,0,"0,01",0,0,0,0,0,0,0,0,0,0
HR,Mobility_Passenger,2018,"0,86","0,04","0,09",0,0,0,0,"0,03",0,0,0,0,"0,86","0,01","0,09",0,0,0
HR,Mobility_Passenger,2020,"0,85","0,04","0,09",0,0,0,0,"0,02",0,0,0,0,"0,79","0,01","0,09",0,0,0
HR,Mobility_Passenger,2025,"0,83","0,04","0,09",0,0,0,0,"0,02",0,0,0,0,"0,6",0,"0,07",0,0,0
HR,Mobility_Passenger,2030,"0,8","0,03","0,08",0,0,0,0,"0,02",0,0,0,0,"0,4",0,"0,03",0,0,0
HR,Mobility_Passenger,2035,"0,77","0,03","0,08",0,0,0,0,"0,02",0,0,0,0,"0,03",0,"0,01",0,0,0
HR,Mobility_Passenger,2040,"0,74","0,03","0,08",0,0,0,0,"0,02",0,0,0,0,0,0,0,0,0,0
HR,Mobility_Passenger,2045,"0,72","0,03","0,08",0,0,0,0,"0,02",0,0,0,0,0,0,0,0,0,0
HR,Mobility_Passenger,2050,"0,68","0,03","0,07",0,0,0,0,"0,02",0,0,0,0,0,0,0,0,0,0
HU,Mobility_Passenger,2018,"0,79","0,11","0,09",0,0,0,0,"0,07",0,0,0,0,"0,79","0,03","0,09",0,0,0
HU,Mobility_Passenger,2020,"0,78","0,11","0,09",0,0,0,0,"0,07",0,0,0,0,"0,73","0,02","0,09",0,0,0
HU,Mobility_Passenger,2025,"0,76","0,1","0,09",0,0,0,0,"0,07",0,0,0,0,"0,55",0,"0,07",0,0,0
HU,Mobility_Passenger,2030,"0,73","0,1","0,08",0,0,0,0,"0,07",0,0,0,0,"0,36",0,"0,03",0,0,0
HU,Mobility_Passenger,2035,"0,71","0,1","0,08",0,0,0,0,"0,07",0,0,0,0,"0,03",0,"0,01",0,0,0
HU,Mobility_Passenger,2040,"0,68","0,09","0,08",0,0,0,0,"0,06",0,0,0,0,0,0,0,0,0,0
HU,Mobility_Passenger,2045,"0,66","0,09","0,08",0,0,0,0,"0,06",0,0,0,0,0,0,0,0,0,0
HU,Mobility_Passenger,2050,"0,63","0,08","0,07",0,0,0,0,"0,06",0,0,0,0,0,0,0,0,0,0
IE,Mobility_Passenger,2018,"0,86","0,03","0,09",0,0,0,0,"0,02",0,0,0,0,"0,86","0,01","0,09",0,0,0
IE,Mobility_Passenger,2020,"0,86","0,03","0,09",0,0,0,0,"0,02",0,0,0,0,"0,8",0,"0,09",0,0,0
IE,Mobility_Passenger,2025,"0,83","0,03","0,09",0,0,0,0,"0,02",0,0,0,0,"0,61",0,"0,07",0,0,0
IE,Mobility_Passenger,2030,"0,8","0,03","0,08",0,0,0,0,"0,02",0,0,0,0,"0,4",0,"0,03",0,0,0
IE,Mobility_Passenger,2035,"0,78","0,03","0,08",0,0,0,0,"0,02",0,0,0,0,"0,03",0,"0,01",0,0,0
IE,Mobility_Passenger,2040,"0,75","0,03","0,08",0,0,0,0,"0,02",0,0,0,0,0,0,0,0,0,0
IE,Mobility_Passenger,2045,"0,72","0,03","0,08",0,0,0,0,"0,02",0,0,0,0,0,0,0,0,0,0
IE,Mobility_Passenger,2050,"0,69","0,02","0,07",0,0,0,0,"0,02",0,0,0,0,0,0,0,0,0,0
IT,Mobility_Passenger,2018,"0,83","0,07","0,09",0,0,0,0,"0,04",0,0,0,0,"0,83","0,02","0,09",0,0,0
IT,Mobility_Passenger,2020,"0,82","0,06","0,09",0,0,0,0,"0,04",0,0,0,0,"0,77","0,01","0,09",0,0,0
IT,Mobility_Passenger,2025,"0,8","0,06","0,09",0,0,0,0,"0,04",0,0,0,0,"0,58",0,"0,07",0,0,0
IT,Mobility_Passenger,2030,"0,77","0,06","0,08",0,0,0,0,"0,04",0,0,0,0,"0,38",0,"0,03",0,0,0
IT,Mobility_Passenger,2035,"0,75","0,06","0,08",0,0,0,0,"0,04",0,0,0,0,"0,03",0,"0,01",0,0,0
IT,Mobility_Passenger,2040,"0,72","0,06","0,08",0,0,0,0,"0,04",0,0,0,0,0,0,0,0,0,0
IT,Mobility_Passenger,2045,"0,7","0,05","0,08",0,0,0,0,"0,04",0,0,0,0,0,0,0,0,0,0
IT,Mobility_Passenger,2050,"0,66","0,05","0,07",0,0,0,0,"0,03",0,0,0,0,0,0,0,0,0,0
LT,Mobility_Passenger,2018,"0,89","0,01","0,09",0,0,0,0,0,0,0,0,0,"0,89",0,"0,09",0,0,0
LT,Mobility_Passenger,2020,"0,88","0,01","0,09",0,0,0,0,0,0,0,0,0,"0,82",0,"0,09",0,0,0
LT,Mobility_Passenger,2025,"0,86","0,01","0,09",0,0,0,0,0,0,0,0,0,"0,62",0,"0,07",0,0,0
LT,Mobility_Passenger,2030,"0,83","0,01","0,08",0,0,0,0,0,0,0,0,0,"0,41",0,"0,03",0,0,0
LT,Mobility_Passenger,2035,"0,8",0,"0,08",0,0,0,0,0,0,0,0,0,"0,04",0,"0,01",0,0,0
LT,Mobility_Passenger,2040,"0,77",0,"0,08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LT,Mobility_Passenger,2045,"0,75",0,"0,08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LT,Mobility_Passenger,2050,"0,71",0,"0,07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU,Mobility_Passenger,2018,"0,83","0,06","0,09",0,0,0,0,"0,04",0,0,0,0,"0,83","0,01","0,09",0,0,0
LU,Mobility_Passenger,2020,"0,83","0,06","0,09",0,0,0,0,"0,04",0,0,0,0,"0,77","0,01","0,09",0,0,0
LU,Mobility_Passenger,2025,"0,8","0,06","0,09",0,0,0,0,"0,04",0,0,0,0,"0,59",0,"0,07",0,0,0
LU,Mobility_Passenger,2030,"0,77","0,06","0,08",0,0,0,0,"0,04",0,0,0,0,"0,38",0,"0,03",0,0,0
LU,Mobility_Passenger,2035,"0,75","0,05","0,08",0,0,0,0,"0,04",0,0,0,0,"0,03",0,"0,01",0,0,0
LU,Mobility_Passenger,2040,"0,72","0,05","0,08",0,0,0,0,"0,04",0,0,0,0,0,0,0,0,0,0
LU,Mobility_Passenger,2045,"0,7","0,05","0,08",0,0,0,0,"0,03",0,0,0,0,0,0,0,0,0,0
LU,Mobility_Passenger,2050,"0,67","0,05","0,07",0,0,0,0,"0,03",0,0,0,0,0,0,0,0,0,0
LV,Mobility_Passenger,2018,"0,86","0,04","0,09",0,0,0,0,"0,02",0,0,0,0,"0,86","0,01","0,09",0,0,0
LV,Mobility_Passenger,2020,"0,85","0,04","0,09",0,0,0,0,"0,02",0,0,0,0,"0,79",0,"0,09",0,0,0
LV,Mobility_Passenger,2025,"0,83","0,03","0,09",0,0,0,0,"0,02",0,0,0,0,"0,6",0,"0,07",0,0,0
LV,Mobility_Passenger,2030,"0,8","0,03","0,08",0,0,0,0,"0,02",0,0,0,0,"0,4",0,"0,03",0,0,0
LV,Mobility_Passenger,2035,"0,78","0,03","0,08",0,0,0,0,"0,02",0,0,0,0,"0,03",0,"0,01",0,0,0
LV,Mobility_Passenger,2040,"0,75","0,03","0,08",0,0,0,0,"0,02",0,0,0,0,0,0,0,0,0,0
LV,Mobility_Passenger,2045,"0,72","0,03","0,08",0,0,0,0,"0,02",0,0,0,0,0,0,0,0,0,0
LV,Mobility_Passenger,2050,"0,69","0,03","0,07",0,0,0,0,"0,02",0,0,0,0,0,0,0,0,0,0
NL,Mobility_Passenger,2018,"0,78","0,11","0,09",0,0,0,0,"0,08",0,0,0,0,"0,78","0,03","0,09",0,0,0
NL,Mobility_Passenger,2020,"0,78","0,11","0,09",0,0,0,0,"0,08",0,0,0,0,"0,72","0,02","0,09",0,0,0
NL,Mobility_Passenger,2025,"0,75","0,11","0,09",0,0,0,0,"0,07",0,0,0,0,"0,55",0,"0,07",0,0,0
NL,Mobility_Passenger,2030,"0,73","0,1","0,08",0,0,0,0,"0,07",0,0,0,0,"0,36",0,"0,03",0,0,0
NL,Mobility_Passenger,2035,"0,71","0,1","0,08",0,0,0,0,"0,07",0,0,0,0,"0,03",0,"0,01",0,0,0
NL,Mobility_Passenger,2040,"0,68","0,1","0,08",0,0,0,0,"0,07",0,0,0,0,0,0,0,0,0,0
NL,Mobility_Passenger,2045,"0,66","0,09","0,08",0,0,0,0,"0,06",0,0,0,0,0,0,0,0,0,0
NL,Mobility_Passenger,2050,"0,62","0,09","0,07",0,0,0,0,"0,06",0,0,0,0,0,0,0,0,0,0
NONEU_Balkan,Mobility_Passenger,2018,"0,88","0,02","0,09",0,0,0,0,"0,01",0,0,0,0,"0,88",0,"0,09",0,0,0
