Region,Region2,Fuel,Year,Value,,Unit,Source,Updated at,Updated by
BY,GR,Power,2018,2,,,,,
AL,HR,Power,2018,2,,,,,
AT,HR,Power,2018,2,,,,,
BA,HR,Power,2018,2,,,,,
BE,HR,Power,2018,2,,,,,
BG,HR,Power,2018,2,,,,,
CH,HR,Power,2018,2,,,,,
CZ,HR,Power,2018,2,,,,,
DE,HR,Power,2018,2,,,,,
DK,HR,Power,2018,2,,,,,
ES,HR,Power,2018,2,,,,,
FI,HR,Power,2018,2,,,,,
FR,HR,Power,2018,2,,,,,
GR,HR,Power,2018,2,,,,,
HR,HR,Power,2018,2,,,,,
HU,HR,Power,2018,2,,,,,
IE,HR,Power,2018,2,,,,,
IT,HR,Power,2018,2,,,,,
LU,HR,Power,2018,2,,,,,
ME,HR,Power,2018,2,,,,,
MK,HR,Power,2018,2,,,,,
NL,HR,Power,2018,2,,,,,
NO,HR,Power,2018,2,,,,,
PL,HR,Power,2018,2,,,,,
PT,HR,Power,2018,2,,,,,
RO,HR,Power,2018,2,,,,,
RS,HR,Power,2018,2,,,,,
SE,HR,Power,2018,2,,,,,
SI,HR,Power,2018,2,,,,,
SK,HR,Power,2018,2,,,,,
UK,HR,Power,2018,2,,,,,
EE,HR,Power,2018,2,,,,,
LT,HR,Power,2018,2,,,,,
LV,HR,Power,2018,2,,,,,
UA,HR,Power,2018,2,,,,,
RU,HR,Power,2018,2,,,,,
BY,HR,Power,2018,2,,,,,
AL,HU,Power,2018,2,,,,,
AT,HU,Power,2018,2,,,,,
BA,HU,Power,2018,2,,,,,
BE,HU,Power,2018,2,,,,,
BG,HU,Power,2018,2,,,,,
CH,HU,Power,2018,2,,,,,
CZ,HU,Power,2018,2,,,,,
DE,HU,Power,2018,2,,,,,
DK,HU,Power,2018,2,,,,,
ES,HU,Power,2018,2,,,,,
FI,HU,Power,2018,2,,,,,
FR,HU,Power,2018,2,,,,,
GR,HU,Power,2018,2,,,,,
HR,HU,Power,2018,2,,,,,
HU,HU,Power,2018,2,,,,,
IE,HU,Power,2018,2,,,,,
IT,HU,Power,2018,2,,,,,
LU,HU,Power,2018,2,,,,,
ME,HU,Power,2018,2,,,,,
MK,HU,Power,2018,2,,,,,
NL,HU,Power,2018,2,,,,,
NO,HU,Power,2018,2,,,,,
PL,HU,Power,2018,2,,,,,
PT,HU,Power,2018,2,,,,,
RO,HU,Power,2018,2,,,,,
RS,HU,Power,2018,2,,,,,
SE,HU,Power,2018,2,,,,,
SI,HU,Power,2018,2,,,,,
SK,HU,Power,2018,2,,,,,
UK,HU,Power,2018,2,,,,,
EE,HU,Power,2018,2,,,,,
LT,HU,Power,2018,2,,,,,
LV,HU,Power,2018,2,,,,,
UA,HU,Power,2018,2,,,,,
RU,HU,Power,2018,2,,,,,
BY,HU,Power,2018,2,,,,,
AL,IE,Power,2018,2,,,,,
AT,IE,Power,2018,2,,,,,
BA,IE,Power,2018,2,,,,,
BE,IE,Power,2018,2,,,,,
BG,IE,Power,2018,2,,,,,
CH,IE,Power,2018,2,,,,,
CZ,IE,Power,2018,2,,,,,
DE,IE,Power,2018,2,,,,,
DK,IE,Power,2018,2,,,,,
ES,IE,Power,2018,2,,,,,
FI,IE,Power,2018,2,,,,,
FR,IE,Power,2018,2,,,,,
GR,IE,Power,2018,2,,,,,
HR,IE,Power,2018,2,,,,,
HU,IE,Power,2018,2,,,,,
IE,IE,Power,2018,2,,,,,
IT,IE,Power,2018,2,,,,,
LU,IE,Power,2018,2,,,,,
ME,IE,Power,2018,2,,,,,
MK,IE,Power,2018,2,,,,,
NL,IE,Power,2018,2,,,,,
NO,IE,Power,2018,2,,,,,
PL,IE,Power,2018,2,,,,,
PT,IE,Power,2018,2,,,,,
RO,IE,Power,2018,2,,,,,
RS,IE,Power,2018,2,,,,,
SE,IE,Power,2018,2,,,,,
SI,IE,Power,2018,2,,,,,
SK,IE,Power,2018,2,,,,,
UK,IE,Power,2018,2,,,,,
EE,IE,Power,2018,2,,,,,
LT,IE,Power,2018,2,,,,,
LV,IE,Power,2018,2,,,,,
UA,IE,Power,2018,2,,,,,
RU,IE,Power,2018,2,,,,,
BY,IE,Power,2018,2,,,,,
AL,IT,Power,2018,2,,,,,
AT,IT,Power,2018,2,,,,,
BA,IT,Power,2018,2,,,,,
BE,IT,Power,2018,2,,,,,
BG,IT,Power,2018,2,,,,,
CH,IT,Power,2018,2,,,,,
CZ,IT,Power,2018,2,,,,,
DE,IT,Power,2018,2,,,,,
DK,IT,Power,2018,2,,,,,
ES,IT,Power,2018,2,,,,,
FI,IT,Power,2018,2,,,,,
FR,IT,Power,2018,2,,,,,
GR,IT,Power,2018,2,,,,,
HR,IT,Power,2018,2,,,,,
HU,IT,Power,2018,2,,,,,
IE,IT,Power,2018,2,,,,,
IT,IT,Power,2018,2,,,,,
LU,IT,Power,2018,2,,,,,
ME,IT,Power,2018,2,,,,,
MK,IT,Power,2018,2,,,,,
NL,IT,Power,2018,2,,,,,
NO,IT,Power,2018,2,,,,,
PL,IT,Power,2018,2,,,,,
PT,IT,Power,2018,2,,,,,
RO,IT,Power,2018,2,,,,,
RS,IT,Power,2018,2,,,,,
SE,IT,Power,2018,2,,,,,
SI,IT,Power,2018,2,,,,,
SK,IT,Power,2018,2,,,,,
UK,IT,Power,2018,2,,,,,
EE,IT,Power,2018,2,,,,,
LT,IT,Power,2018,2,,,,,
LV,IT,Power,2018,2,,,,,
UA,IT,Power,2018,2,,,,,
RU,IT,Power,2018,2,,,,,
BY,IT,Power,2018,2,,,,,
AL,LU,Power,2018,2,,,,,
AT,LU,Power,2018,2,,,,,
BA,LU,Power,2018,2,,,,,
BE,LU,Power,2018,2,,,,,
BG,LU,Power,2018,2,,,,,
CH,LU,Power,2018,2,,,,,
CZ,LU,Power,2018,2,,,,,
DE,LU,Power,2018,2,,,,,
DK,LU,Power,2018,2,,,,,
ES,LU,Power,2018,2,,,,,
FI,LU,Power,2018,2,,,,,
FR,LU,Power,2018,2,,,,,
GR,LU,Power,2018,2,,,,,
HR,LU,Power,2018,2,,,,,
HU,LU,Power,2018,2,,,,,
IE,LU,Power,2018,2,,,,,
IT,LU,Power,2018,2,,,,,
LU,LU,Power,2018,2,,,,,
ME,LU,Power,2018,2,,,,,
MK,LU,Power,2018,2,,,,,
NL,LU,Power,2018,2,,,,,
NO,LU,Power,2018,2,,,,,
PL,LU,Power,2018,2,,,,,
PT,LU,Power,2018,2,,,,,
RO,LU,Power,2018,2,,,,,
RS,LU,Power,2018,2,,,,,
SE,LU,Power,2018,2,,,,,
SI,LU,Power,2018,2,,,,,
SK,LU,Power,2018,2,,,,,
UK,LU,Power,2018,2,,,,,
EE,LU,Power,2018,2,,,,,
LT,LU,Power,2018,2,,,,,
LV,LU,Power,2018,2,,,,,
UA,LU,Power,2018,2,,,,,
RU,LU,Power,2018,2,,,,,
BY,LU,Power,2018,2,,,,,
AL,ME,Power,2018,2,,,,,
AT,ME,Power,2018,2,,,,,
BA,ME,Power,2018,2,,,,,
BE,ME,Power,2018,2,,,,,
BG,ME,Power,2018,2,,,,,
CH,ME,Power,2018,2,,,,,
CZ,ME,Power,2018,2,,,,,
DE,ME,Power,2018,2,,,,,
DK,ME,Power,2018,2,,,,,
ES,ME,Power,2018,2,,,,,
FI,ME,Power,2018,2,,,,,
FR,ME,Power,2018,2,,,,,
GR,ME,Power,2018,2,,,,,
HR,ME,Power,2018,2,,,,,
HU,ME,Power,2018,2,,,,,
IE,ME,Power,2018,2,,,,,
IT,ME,Power,2018,2,,,,,
LU,ME,Power,2018,2,,,,,
ME,ME,Power,2018,2,,,,,
MK,ME,Power,2018,2,,,,,
NL,ME,Power,2018,2,,,,,
NO,ME,Power,2018,2,,,,,
PL,ME,Power,2018,2,,,,,
PT,ME,Power,2018,2,,,,,
RO,ME,Power,2018,2,,,,,
RS,ME,Power,2018,2,,,,,
SE,ME,Power,2018,2,,,,,
SI,ME,Power,2018,2,,,,,
SK,ME,Power,2018,2,,,,,
UK,ME,Power,2018,2,,,,,
EE,ME,Power,2018,2,,,,,
LT,ME,Power,2018,2,,,,,
LV,ME,Power,2018,2,,,,,
UA,ME,Power,2018,2,,,,,
RU,ME,Power,2018,2,,,,,
BY,ME,Power,2018,2,,,,,
AL,MK,Power,2018,2,,,,,
AT,MK,Power,2018,2,,,,,
BA,MK,Power,2018,2,,,,,
BE,MK,Power,2018,2,,,,,
BG,MK,Power,2018,2,,,,,
CH,MK,Power,2018,2,,,,,
CZ,MK,Power,2018,2,,,,,
DE,MK,Power,2018,2,,,,,
DK,MK,Power,2018,2,,,,,
ES,MK,Power,2018,2,,,,,
FI,MK,Power,2018,2,,,,,
FR,MK,Power,2018,2,,,,,
GR,MK,Power,2018,2,,,,,
HR,MK,Power,2018,2,,,,,
HU,MK,Power,2018,2,,,,,
IE,MK,Power,2018,2,,,,,
IT,MK,Power,2018,2,,,,,
LU,MK,Power,2018,2,,,,,
ME,MK,Power,2018,2,,,,,
MK,MK,Power,2018,2,,,,,
NL,MK,Power,2018,2,,,,,
NO,MK,Power,2018,2,,,,,
PL,MK,Power,2018,2,,,,,
PT,MK,Power,2018,2,,,,,
RO,MK,Power,2018,2,,,,,
RS,MK,Power,2018,2,,,,,
SE,MK,Power,2018,2,,,,,
SI,MK,Power,2018,2,,,,,
SK,MK,Power,2018,2,,,,,
UK,MK,Power,2018,2,,,,,
EE,MK,Power,2018,2,,,,,
LT,MK,Power,2018,2,,,,,
LV,MK,Power,2018,2,,,,,
UA,MK,Power,2018,2,,,,,
RU,MK,Power,2018,2,,,,,
BY,MK,Power,2018,2,,,,,
AL,NL,Power,2018,2,,,,,
AT,NL,Power,2018,2,,,,,
BA,NL,Power,2018,2,,,,,
BE,NL,Power,2018,2,,,,,
BG,NL,Power,2018,2,,,,,
CH,NL,Power,2018,2,,,,,
CZ,NL,Power,2018,2,,,,,
DE,NL,Power,2018,2,,,,,
DK,NL,Power,2018,2,,,,,
